Accession	Coverage	Count_Good	Count_Raw
CP047913.1	294	32	32
CP047914.1	294	161	161
CP047915.1	294	2996	2996
CP047902.1	295	16	16
CP047903.1	295	69	69
CP047904.1	295	42	42
CP047905.1	295	29	29
CP047906.1	295	46	46
CP047907.1	295	36	36
CP047908.1	295	55	55
CP047909.1	295	9	9
CP047910.1	295	5	5
CP047911.1	295	5	5
CP047912.1	295	22	22
CP047913.1	295	26	26
CP047914.1	295	184	184
CP047915.1	295	3057	3057
CP047902.1	296	22	22
CP047903.1	296	63	63
CP047904.1	296	45	45
CP047905.1	296	29	29
CP047906.1	296	39	39
CP047907.1	296	32	32
CP047908.1	296	49	49
CP047909.1	296	17	17
CP047910.1	296	3	3
CP047911.1	296	15	15
CP047912.1	296	16	16
CP047913.1	296	31	31
CP047914.1	296	172	172
CP047915.1	296	3120	3120
CP047902.1	297	16	16
CP047903.1	297	65	65
CP047904.1	297	74	74
CP047905.1	297	30	30
CP047906.1	297	52	52
CP047907.1	297	41	41
CP047908.1	297	63	63
CP047909.1	297	12	12
CP047910.1	297	3	3
CP047911.1	297	16	16
CP047912.1	297	18	18
CP047913.1	297	33	33
CP047914.1	297	153	153
CP047915.1	297	2975	2975
CP047902.1	298	11	11
CP047903.1	298	64	64
CP047904.1	298	92	92
CP047905.1	298	28	28
CP047906.1	298	43	43
CP047907.1	298	22	22
CP047908.1	298	45	45
CP047909.1	298	15	15
CP047910.1	298	4	4
CP047911.1	298	12	12
CP047912.1	298	20	20
CP047913.1	298	32	32
CP047914.1	298	160	160
CP047915.1	298	2778	2778
CP047902.1	299	26	26
CP047903.1	299	59	59
CP047904.1	299	74	74
CP047905.1	299	25	25
CP047906.1	299	48	48
CP047907.1	299	28	28
CP047908.1	299	38	38
CP047909.1	299	17	17
CP047910.1	299	2	2
CP047911.1	299	11	11
CP047912.1	299	20	20
CP047913.1	299	30	30
CP047914.1	299	175	175
CP047915.1	299	2731	2731
CP047902.1	3	1392	1392
CP047903.1	3	754	754
CP047904.1	3	1054	1054
CP047905.1	3	1827	1827
CP047906.1	3	937	937
CP047907.1	3	661	661
CP047908.1	3	1109	1109
CP047909.1	3	535	535
CP047910.1	3	683	683
CP047911.1	3	513	513
CP047912.1	3	1097	1097
CP047913.1	3	487	487
CP047914.1	3	939	939
CP047915.1	3	1592	1592
CP047902.1	30	303	303
CP047903.1	30	129	129
CP047904.1	30	338	338
CP047905.1	30	576	576
CP047906.1	30	182	182
CP047907.1	30	284	284
CP047908.1	30	537	537
CP047909.1	30	399	399
CP047910.1	30	410	410
CP047911.1	30	279	279
CP047912.1	30	416	416
CP047913.1	30	70	70
CP047914.1	30	221	221
CP047915.1	30	359	359
CP047902.1	300	21	21
CP047903.1	300	52	52
CP047904.1	300	51	51
CP047905.1	300	30	30
CP047906.1	300	34	34
CP047907.1	300	27	27
CP047908.1	300	33	33
CP047909.1	300	15	15
CP047910.1	300	2	2
CP047911.1	300	11	11
CP047912.1	300	23	23
CP047913.1	300	28	28
CP047914.1	300	176	176
CP047915.1	300	2565	2565
CP047902.1	301	13	13
CP047903.1	301	44	44
CP047904.1	301	67	67
CP047905.1	301	21	21
CP047906.1	301	38	38
CP047907.1	301	24	24
CP047908.1	301	37	37
CP047909.1	301	17	17
CP047910.1	301	5	5
CP047911.1	301	6	6
CP047912.1	301	19	19
CP047913.1	301	36	36
CP047914.1	301	205	205
CP047915.1	301	2495	2495
CP047902.1	302	18	18
CP047903.1	302	41	41
CP047904.1	302	54	54
CP047905.1	302	24	24
CP047906.1	302	34	34
CP047907.1	302	26	26
CP047908.1	302	26	26
CP047909.1	302	23	23
CP047910.1	302	1	1
CP047911.1	302	8	8
CP047912.1	302	16	16
CP047913.1	302	24	24
CP047914.1	302	161	161
CP047915.1	302	2371	2371
CP047902.1	303	20	20
CP047903.1	303	56	56
CP047904.1	303	54	54
CP047905.1	303	33	33
CP047906.1	303	28	28
CP047907.1	303	16	16
CP047908.1	303	22	22
CP047909.1	303	20	20
CP047910.1	303	5	5
CP047911.1	303	7	7
CP047912.1	303	15	15
CP047913.1	303	28	28
CP047914.1	303	129	129
CP047915.1	303	2276	2276
CP047902.1	304	14	14
CP047903.1	304	52	52
CP047904.1	304	75	75
CP047905.1	304	32	32
CP047906.1	304	37	37
CP047907.1	304	14	14
CP047908.1	304	15	15
CP047909.1	304	19	19
CP047910.1	304	6	6
CP047911.1	304	6	6
CP047912.1	304	25	25
CP047913.1	304	25	25
CP047914.1	304	125	125
CP047915.1	304	2182	2182
CP047902.1	305	15	15
CP047903.1	305	48	48
CP047904.1	305	69	69
CP047905.1	305	29	29
CP047906.1	305	34	34
CP047907.1	305	14	14
CP047908.1	305	16	16
CP047909.1	305	15	15
CP047910.1	305	9	9
CP047911.1	305	5	5
CP047912.1	305	19	19
CP047913.1	305	38	38
CP047914.1	305	141	141
CP047915.1	305	2160	2160
CP047902.1	306	17	17
CP047903.1	306	56	56
CP047904.1	306	71	71
CP047905.1	306	22	22
CP047906.1	306	49	49
CP047907.1	306	12	12
CP047908.1	306	14	14
CP047909.1	306	15	15
CP047910.1	306	11	11
CP047911.1	306	2	2
CP047912.1	306	25	25
CP047913.1	306	34	34
CP047914.1	306	105	105
CP047915.1	306	1970	1970
CP047902.1	307	12	12
CP047903.1	307	52	52
CP047904.1	307	63	63
CP047905.1	307	22	22
CP047906.1	307	32	32
CP047907.1	307	14	14
CP047908.1	307	20	20
CP047909.1	307	12	12
CP047910.1	307	1	1
CP047911.1	307	2	2
CP047912.1	307	24	24
CP047913.1	307	27	27
CP047914.1	307	118	118
CP047915.1	307	1964	1964
CP047902.1	308	16	16
CP047903.1	308	57	57
CP047904.1	308	58	58
CP047905.1	308	25	25
CP047906.1	308	34	34
CP047907.1	308	16	16
CP047908.1	308	15	15
CP047909.1	308	9	9
CP047910.1	308	5	5
CP047911.1	308	2	2
CP047912.1	308	26	26
CP047913.1	308	40	40
CP047914.1	308	104	104
CP047915.1	308	1852	1852
CP047902.1	309	17	17
CP047903.1	309	43	43
CP047904.1	309	53	53
CP047905.1	309	13	13
CP047906.1	309	37	37
CP047907.1	309	24	24
CP047908.1	309	12	12
CP047909.1	309	9	9
CP047910.1	309	9	9
CP047911.1	309	2	2
CP047912.1	309	14	14
CP047913.1	309	40	40
CP047914.1	309	82	82
CP047915.1	309	1862	1862
CP047902.1	31	257	257
CP047903.1	31	91	91
CP047904.1	31	330	330
CP047905.1	31	606	606
CP047906.1	31	182	182
CP047907.1	31	318	318
CP047908.1	31	540	540
CP047909.1	31	420	420
CP047910.1	31	339	339
CP047911.1	31	246	246
CP047912.1	31	417	417
CP047913.1	31	94	94
CP047914.1	31	287	287
CP047915.1	31	299	299
CP047902.1	310	14	14
CP047903.1	310	31	31
CP047904.1	310	52	52
CP047905.1	310	16	16
CP047906.1	310	35	35
CP047907.1	310	15	15
CP047908.1	310	15	15
CP047909.1	310	13	13
CP047910.1	310	3	3
CP047911.1	310	5	5
CP047912.1	310	17	17
CP047913.1	310	38	38
CP047914.1	310	83	83
CP047915.1	310	1633	1633
CP047902.1	311	15	15
CP047903.1	311	33	33
CP047904.1	311	46	46
CP047905.1	311	18	18
CP047906.1	311	31	31
CP047907.1	311	21	21
CP047908.1	311	20	20
CP047909.1	311	12	12
CP047910.1	311	4	4
CP047911.1	311	8	8
CP047912.1	311	20	20
CP047913.1	311	40	40
CP047914.1	311	78	78
CP047915.1	311	1666	1666
CP047902.1	312	14	14
CP047903.1	312	29	29
CP047904.1	312	51	51
CP047905.1	312	18	18
CP047906.1	312	24	24
CP047907.1	312	15	15
CP047908.1	312	17	17
CP047909.1	312	14	14
CP047910.1	312	2	2
CP047911.1	312	4	4
CP047912.1	312	23	23
CP047913.1	312	38	38
CP047914.1	312	85	85
CP047915.1	312	1547	1547
CP047902.1	313	11	11
CP047903.1	313	27	27
CP047904.1	313	41	41
CP047905.1	313	20	20
CP047906.1	313	27	27
CP047907.1	313	14	14
CP047908.1	313	19	19
CP047909.1	313	8	8
CP047910.1	313	3	3
CP047911.1	313	2	2
CP047912.1	313	17	17
CP047913.1	313	48	48
CP047914.1	313	91	91
CP047915.1	313	1508	1508
CP047902.1	314	10	10
CP047903.1	314	31	31
CP047904.1	314	56	56
CP047905.1	314	20	20
CP047906.1	314	44	44
CP047907.1	314	19	19
CP047908.1	314	17	17
CP047909.1	314	14	14
CP047910.1	314	4	4
CP047911.1	314	2	2
CP047912.1	314	23	23
CP047913.1	314	44	44
CP047914.1	314	101	101
CP047915.1	314	1429	1429
CP047902.1	315	11	11
CP047903.1	315	22	22
CP047904.1	315	58	58
CP047905.1	315	19	19
CP047906.1	315	36	36
CP047907.1	315	16	16
CP047908.1	315	15	15
CP047909.1	315	14	14
CP047910.1	315	2	2
CP047911.1	315	5	5
CP047912.1	315	18	18
CP047913.1	315	41	41
CP047914.1	315	84	84
CP047915.1	315	1384	1384
CP047902.1	316	13	13
CP047903.1	316	13	13
CP047904.1	316	58	58
CP047905.1	316	18	18
CP047906.1	316	34	34
CP047907.1	316	11	11
CP047908.1	316	18	18
CP047909.1	316	27	27
CP047910.1	316	10	10
CP047911.1	316	1	1
CP047912.1	316	22	22
CP047913.1	316	35	35
CP047914.1	316	101	101
CP047915.1	316	1356	1356
CP047902.1	317	10	10
CP047903.1	317	22	22
CP047904.1	317	40	40
CP047905.1	317	12	12
CP047906.1	317	42	42
CP047907.1	317	10	10
CP047908.1	317	14	14
CP047909.1	317	24	24
CP047910.1	317	3	3
CP047912.1	317	29	29
CP047913.1	317	35	35
CP047914.1	317	80	80
CP047915.1	317	1254	1254
CP047902.1	318	16	16
CP047903.1	318	17	17
CP047904.1	318	44	44
CP047905.1	318	12	12
CP047906.1	318	32	32
CP047907.1	318	9	9
CP047908.1	318	14	14
CP047909.1	318	19	19
CP047910.1	318	7	7
CP047911.1	318	2	2
CP047912.1	318	28	28
CP047913.1	318	33	33
CP047914.1	318	57	57
CP047915.1	318	1264	1264
CP047902.1	319	13	13
CP047903.1	319	21	21
CP047904.1	319	54	54
CP047905.1	319	8	8
CP047906.1	319	25	25
CP047907.1	319	13	13
CP047908.1	319	13	13
CP047909.1	319	22	22
CP047910.1	319	6	6
CP047911.1	319	2	2
CP047912.1	319	20	20
CP047913.1	319	32	32
CP047914.1	319	62	62
CP047915.1	319	1232	1232
CP047902.1	32	269	269
CP047903.1	32	120	120
CP047904.1	32	324	324
CP047905.1	32	598	598
CP047906.1	32	196	196
CP047907.1	32	352	352
CP047908.1	32	535	535
CP047909.1	32	392	392
CP047910.1	32	373	373
CP047911.1	32	208	208
CP047912.1	32	401	401
CP047913.1	32	105	105
CP047914.1	32	251	251
CP047915.1	32	359	359
CP047902.1	320	12	12
CP047903.1	320	27	27
CP047904.1	320	45	45
CP047905.1	320	10	10
CP047906.1	320	31	31
CP047907.1	320	6	6
CP047908.1	320	14	14
CP047909.1	320	21	21
CP047910.1	320	5	5
CP047911.1	320	1	1
CP047912.1	320	26	26
CP047913.1	320	42	42
CP047914.1	320	69	69
CP047915.1	320	1098	1098
CP047902.1	321	10	10
CP047903.1	321	27	27
CP047904.1	321	56	56
CP047905.1	321	21	21
CP047906.1	321	31	31
CP047907.1	321	13	13
CP047908.1	321	14	14
CP047909.1	321	25	25
CP047910.1	321	2	2
CP047911.1	321	1	1
CP047912.1	321	22	22
CP047913.1	321	36	36
CP047914.1	321	58	58
CP047915.1	321	1064	1064
CP047902.1	322	24	24
CP047903.1	322	30	30
CP047904.1	322	36	36
CP047905.1	322	16	16
CP047906.1	322	30	30
CP047907.1	322	7	7
CP047908.1	322	8	8
CP047909.1	322	26	26
CP047910.1	322	4	4
CP047911.1	322	3	3
CP047912.1	322	17	17
CP047913.1	322	37	37
CP047914.1	322	55	55
CP047915.1	322	1095	1095
CP047902.1	323	22	22
CP047903.1	323	11	11
CP047904.1	323	44	44
CP047905.1	323	28	28
CP047906.1	323	24	24
CP047907.1	323	6	6
CP047908.1	323	6	6
CP047909.1	323	10	10
CP047910.1	323	4	4
CP047912.1	323	15	15
CP047913.1	323	39	39
CP047914.1	323	67	67
CP047915.1	323	952	952
CP047902.1	324	24	24
CP047903.1	324	11	11
CP047904.1	324	47	47
CP047905.1	324	22	22
CP047906.1	324	19	19
CP047907.1	324	8	8
CP047908.1	324	5	5
CP047909.1	324	8	8
CP047910.1	324	4	4
CP047911.1	324	1	1
CP047912.1	324	11	11
CP047913.1	324	47	47
CP047914.1	324	61	61
CP047915.1	324	885	885
CP047902.1	325	30	30
CP047903.1	325	17	17
CP047904.1	325	41	41
CP047905.1	325	29	29
CP047906.1	325	22	22
CP047907.1	325	9	9
CP047908.1	325	16	16
CP047909.1	325	20	20
CP047910.1	325	4	4
CP047911.1	325	1	1
CP047912.1	325	11	11
CP047913.1	325	45	45
CP047914.1	325	62	62
CP047915.1	325	815	815
CP047902.1	326	41	41
CP047903.1	326	15	15
CP047904.1	326	39	39
CP047905.1	326	24	24
CP047906.1	326	17	17
CP047907.1	326	12	12
CP047908.1	326	8	8
CP047909.1	326	14	14
CP047910.1	326	4	4
CP047912.1	326	13	13
CP047913.1	326	28	28
CP047914.1	326	67	67
CP047915.1	326	731	731
CP047902.1	327	33	33
CP047903.1	327	13	13
CP047904.1	327	37	37
CP047905.1	327	28	28
CP047906.1	327	13	13
CP047907.1	327	5	5
CP047908.1	327	11	11
CP047909.1	327	15	15
CP047910.1	327	8	8
CP047911.1	327	1	1
CP047912.1	327	22	22
CP047913.1	327	24	24
CP047914.1	327	71	71
CP047915.1	327	702	702
CP047902.1	328	30	30
CP047903.1	328	17	17
CP047904.1	328	48	48
CP047905.1	328	25	25
CP047906.1	328	17	17
CP047907.1	328	3	3
CP047908.1	328	15	15
CP047909.1	328	21	21
CP047910.1	328	4	4
CP047911.1	328	1	1
CP047912.1	328	20	20
CP047913.1	328	31	31
CP047914.1	328	60	60
CP047915.1	328	645	645
CP047902.1	329	29	29
CP047903.1	329	21	21
CP047904.1	329	45	45
CP047905.1	329	19	19
CP047906.1	329	29	29
CP047907.1	329	3	3
CP047908.1	329	15	15
CP047909.1	329	11	11
CP047910.1	329	5	5
CP047911.1	329	2	2
CP047912.1	329	22	22
CP047913.1	329	33	33
CP047914.1	329	72	72
CP047915.1	329	637	637
CP047902.1	33	339	339
CP047903.1	33	166	166
CP047904.1	33	342	342
CP047905.1	33	460	460
CP047906.1	33	188	188
CP047907.1	33	373	373
CP047908.1	33	519	519
CP047909.1	33	325	325
CP047910.1	33	335	335
CP047911.1	33	313	313
CP047912.1	33	476	476
CP047913.1	33	94	94
CP047914.1	33	264	264
CP047915.1	33	337	337
CP047902.1	330	28	28
CP047903.1	330	25	25
CP047904.1	330	23	23
CP047905.1	330	22	22
CP047906.1	330	26	26
CP047907.1	330	1	1
CP047908.1	330	9	9
CP047909.1	330	15	15
CP047910.1	330	6	6
CP047911.1	330	1	1
CP047912.1	330	20	20
CP047913.1	330	34	34
CP047914.1	330	74	74
CP047915.1	330	558	558
CP047902.1	331	15	15
CP047903.1	331	100	100
CP047904.1	331	23	23
CP047905.1	331	26	26
CP047906.1	331	25	25
CP047907.1	331	1	1
CP047908.1	331	11	11
CP047909.1	331	12	12
CP047910.1	331	13	13
CP047911.1	331	1	1
CP047912.1	331	18	18
CP047913.1	331	41	41
CP047914.1	331	59	59
CP047915.1	331	498	498
CP047902.1	332	25	25
CP047903.1	332	25	25
CP047904.1	332	20	20
CP047905.1	332	35	35
CP047906.1	332	13	13
CP047907.1	332	6	6
CP047908.1	332	14	14
CP047909.1	332	12	12
CP047910.1	332	8	8
CP047911.1	332	4	4
CP047912.1	332	12	12
CP047913.1	332	32	32
CP047914.1	332	69	69
CP047915.1	332	483	483
CP047902.1	333	11	11
CP047903.1	333	33	33
CP047904.1	333	19	19
CP047905.1	333	15	15
CP047906.1	333	24	24
CP047907.1	333	7	7
CP047908.1	333	20	20
CP047909.1	333	8	8
CP047910.1	333	14	14
CP047911.1	333	2	2
CP047912.1	333	6	6
CP047913.1	333	41	41
CP047914.1	333	50	50
CP047915.1	333	498	498
CP047902.1	334	22	22
CP047903.1	334	17	17
CP047904.1	334	20	20
CP047905.1	334	32	32
CP047906.1	334	18	18
CP047907.1	334	7	7
CP047908.1	334	9	9
CP047909.1	334	6	6
CP047910.1	334	10	10
CP047911.1	334	7	7
CP047912.1	334	15	15
CP047913.1	334	51	51
CP047914.1	334	58	58
CP047915.1	334	424	424
CP047902.1	335	14	14
CP047903.1	335	29	29
CP047904.1	335	9	9
CP047905.1	335	29	29
CP047906.1	335	16	16
CP047907.1	335	8	8
CP047908.1	335	9	9
CP047909.1	335	8	8
CP047910.1	335	3	3
CP047911.1	335	5	5
CP047912.1	335	5	5
CP047913.1	335	33	33
CP047914.1	335	63	63
CP047915.1	335	381	381
CP047902.1	336	23	23
CP047903.1	336	27	27
CP047904.1	336	11	11
CP047905.1	336	18	18
CP047906.1	336	13	13
CP047907.1	336	4	4
CP047908.1	336	3	3
CP047909.1	336	6	6
CP047910.1	336	4	4
CP047911.1	336	7	7
CP047912.1	336	8	8
CP047913.1	336	31	31
CP047914.1	336	38	38
CP047915.1	336	341	341
CP047902.1	337	9	9
CP047903.1	337	27	27
CP047904.1	337	16	16
CP047905.1	337	24	24
CP047906.1	337	22	22
CP047907.1	337	4	4
CP047908.1	337	6	6
CP047909.1	337	7	7
CP047910.1	337	4	4
CP047911.1	337	4	4
CP047912.1	337	6	6
CP047913.1	337	28	28
CP047914.1	337	32	32
CP047915.1	337	319	319
CP047902.1	338	4	4
CP047903.1	338	39	39
CP047904.1	338	13	13
CP047905.1	338	25	25
CP047906.1	338	16	16
CP047907.1	338	2	2
CP047908.1	338	13	13
CP047909.1	338	8	8
CP047910.1	338	3	3
CP047911.1	338	3	3
CP047912.1	338	9	9
CP047913.1	338	33	33
CP047914.1	338	34	34
CP047915.1	338	262	262
CP047902.1	339	2	2
CP047903.1	339	47	47
CP047904.1	339	25	25
CP047905.1	339	18	18
CP047906.1	339	26	26
CP047907.1	339	5	5
CP047908.1	339	4	4
CP047909.1	339	7	7
CP047911.1	339	3	3
CP047912.1	339	9	9
CP047913.1	339	18	18
CP047914.1	339	35	35
CP047915.1	339	252	252
CP047902.1	34	449	449
CP047903.1	34	155	155
CP047904.1	34	352	352
CP047905.1	34	483	483
CP047906.1	34	197	197
CP047907.1	34	376	376
CP047908.1	34	490	490
CP047909.1	34	322	322
CP047910.1	34	372	372
CP047911.1	34	227	227
CP047912.1	34	458	458
CP047913.1	34	98	98
CP047914.1	34	327	327
CP047915.1	34	316	316
CP047902.1	340	3	3
CP047903.1	340	39	39
CP047904.1	340	14	14
CP047905.1	340	28	28
CP047906.1	340	18	18
CP047907.1	340	3	3
CP047908.1	340	6	6
CP047909.1	340	11	11
CP047910.1	340	2	2
CP047911.1	340	6	6
CP047912.1	340	10	10
CP047913.1	340	26	26
CP047914.1	340	41	41
CP047915.1	340	247	247
CP047902.1	341	4	4
CP047903.1	341	27	27
CP047904.1	341	8	8
CP047905.1	341	35	35
CP047906.1	341	27	27
CP047907.1	341	2	2
CP047908.1	341	3	3
CP047909.1	341	7	7
CP047910.1	341	2	2
CP047911.1	341	1	1
CP047912.1	341	15	15
CP047913.1	341	24	24
CP047914.1	341	38	38
CP047915.1	341	200	200
CP047902.1	342	4	4
CP047903.1	342	55	55
CP047904.1	342	7	7
CP047905.1	342	25	25
CP047906.1	342	20	20
CP047907.1	342	1	1
CP047908.1	342	3	3
CP047909.1	342	8	8
CP047910.1	342	2	2
CP047911.1	342	4	4
CP047912.1	342	8	8
CP047913.1	342	32	32
CP047914.1	342	32	32
CP047915.1	342	210	210
CP047902.1	343	4	4
CP047903.1	343	35	35
CP047904.1	343	9	9
CP047905.1	343	21	21
CP047906.1	343	27	27
CP047907.1	343	3	3
CP047908.1	343	1	1
CP047909.1	343	2	2
CP047910.1	343	2	2
CP047911.1	343	8	8
CP047912.1	343	9	9
CP047913.1	343	22	22
CP047914.1	343	21	21
CP047915.1	343	209	209
CP047902.1	344	8	8
CP047903.1	344	34	34
CP047904.1	344	10	10
CP047905.1	344	17	17
CP047906.1	344	36	36
CP047907.1	344	1	1
CP047909.1	344	5	5
CP047910.1	344	6	6
CP047911.1	344	3	3
CP047912.1	344	19	19
CP047913.1	344	27	27
CP047914.1	344	28	28
CP047915.1	344	175	175
CP047902.1	345	7	7
CP047903.1	345	44	44
CP047904.1	345	6	6
CP047905.1	345	7	7
CP047906.1	345	25	25
CP047907.1	345	3	3
CP047908.1	345	3	3
CP047909.1	345	1	1
CP047910.1	345	3	3
CP047911.1	345	3	3
CP047912.1	345	20	20
CP047913.1	345	36	36
CP047914.1	345	28	28
CP047915.1	345	171	171
CP047902.1	346	6	6
CP047903.1	346	39	39
CP047904.1	346	5	5
CP047905.1	346	18	18
CP047906.1	346	21	21
CP047907.1	346	9	9
CP047908.1	346	4	4
CP047909.1	346	6	6
CP047910.1	346	4	4
CP047911.1	346	1	1
CP047912.1	346	12	12
CP047913.1	346	31	31
CP047914.1	346	24	24
CP047915.1	346	144	144
CP047902.1	347	4	4
CP047903.1	347	24	24
CP047904.1	347	8	8
CP047905.1	347	8	8
CP047906.1	347	24	24
CP047907.1	347	2	2
CP047908.1	347	4	4
CP047909.1	347	7	7
CP047910.1	347	3	3
CP047911.1	347	3	3
CP047912.1	347	10	10
CP047913.1	347	24	24
CP047914.1	347	30	30
CP047915.1	347	144	144
CP047902.1	348	7	7
CP047903.1	348	26	26
CP047904.1	348	13	13
CP047905.1	348	7	7
CP047906.1	348	26	26
CP047907.1	348	6	6
CP047908.1	348	3	3
CP047909.1	348	10	10
CP047910.1	348	2	2
CP047911.1	348	4	4
CP047912.1	348	10	10
CP047913.1	348	28	28
CP047914.1	348	29	29
CP047915.1	348	132	132
CP047902.1	349	2	2
CP047903.1	349	30	30
CP047904.1	349	7	7
CP047905.1	349	7	7
CP047906.1	349	30	30
CP047907.1	349	4	4
CP047908.1	349	4	4
CP047909.1	349	8	8
CP047910.1	349	4	4
CP047912.1	349	10	10
CP047913.1	349	27	27
CP047914.1	349	28	28
CP047915.1	349	131	131
CP047902.1	35	349	349
CP047903.1	35	161	161
CP047904.1	35	344	344
CP047905.1	35	589	589
CP047906.1	35	270	270
CP047907.1	35	382	382
CP047908.1	35	469	469
CP047909.1	35	318	318
CP047910.1	35	260	260
CP047911.1	35	271	271
CP047912.1	35	471	471
CP047913.1	35	95	95
CP047914.1	35	310	310
CP047915.1	35	315	315
CP047902.1	350	7	7
CP047903.1	350	28	28
CP047904.1	350	10	10
CP047905.1	350	3	3
CP047906.1	350	15	15
CP047907.1	350	5	5
CP047908.1	350	1	1
CP047909.1	350	10	10
CP047910.1	350	9	9
CP047911.1	350	6	6
CP047912.1	350	9	9
CP047913.1	350	27	27
CP047914.1	350	26	26
CP047915.1	350	102	102
CP047903.1	351	27	27
CP047904.1	351	9	9
CP047905.1	351	2	2
CP047906.1	351	23	23
CP047907.1	351	5	5
CP047908.1	351	3	3
CP047909.1	351	8	8
CP047910.1	351	2	2
CP047911.1	351	5	5
CP047912.1	351	6	6
CP047913.1	351	36	36
CP047914.1	351	32	32
CP047915.1	351	96	96
CP047902.1	352	7	7
CP047903.1	352	17	17
CP047904.1	352	4	4
CP047905.1	352	4	4
CP047906.1	352	24	24
CP047907.1	352	4	4
CP047908.1	352	4	4
CP047909.1	352	9	9
CP047910.1	352	2	2
CP047911.1	352	4	4
CP047912.1	352	8	8
CP047913.1	352	28	28
CP047914.1	352	27	27
CP047915.1	352	66	66
CP047902.1	353	5	5
CP047903.1	353	23	23
CP047904.1	353	11	11
CP047905.1	353	4	4
CP047906.1	353	29	29
CP047907.1	353	3	3
CP047908.1	353	2	2
CP047909.1	353	4	4
CP047910.1	353	2	2
CP047911.1	353	7	7
CP047912.1	353	10	10
CP047913.1	353	25	25
CP047914.1	353	25	25
CP047915.1	353	77	77
CP047902.1	354	4	4
CP047903.1	354	33	33
CP047904.1	354	5	5
CP047905.1	354	5	5
CP047906.1	354	24	24
CP047907.1	354	7	7
CP047908.1	354	3	3
CP047909.1	354	9	9
CP047910.1	354	1	1
CP047911.1	354	8	8
CP047912.1	354	13	13
CP047913.1	354	33	33
CP047914.1	354	19	19
CP047915.1	354	75	75
CP047902.1	355	4	4
CP047903.1	355	30	30
CP047904.1	355	2	2
CP047905.1	355	4	4
CP047906.1	355	22	22
CP047907.1	355	1	1
CP047908.1	355	3	3
CP047909.1	355	10	10
CP047911.1	355	5	5
CP047912.1	355	14	14
CP047913.1	355	24	24
CP047914.1	355	28	28
CP047915.1	355	75	75
CP047902.1	356	6	6
CP047903.1	356	36	36
CP047904.1	356	2	2
CP047905.1	356	5	5
CP047906.1	356	24	24
CP047907.1	356	2	2
CP047908.1	356	6	6
CP047909.1	356	9	9
CP047910.1	356	1	1
CP047911.1	356	9	9
CP047912.1	356	12	12
CP047913.1	356	27	27
CP047914.1	356	25	25
CP047915.1	356	82	82
CP047902.1	357	7	7
CP047903.1	357	37	37
CP047904.1	357	2	2
CP047905.1	357	6	6
CP047906.1	357	12	12
CP047907.1	357	3	3
CP047908.1	357	1	1
CP047909.1	357	9	9
CP047910.1	357	1	1
CP047911.1	357	8	8
CP047912.1	357	11	11
CP047913.1	357	44	44
CP047914.1	357	31	31
CP047915.1	357	69	69
CP047902.1	358	8	8
CP047903.1	358	36	36
CP047904.1	358	2	2
CP047905.1	358	4	4
CP047906.1	358	7	7
CP047907.1	358	6	6
CP047908.1	358	1	1
CP047909.1	358	11	11
CP047911.1	358	2	2
CP047912.1	358	11	11
CP047913.1	358	43	43
CP047914.1	358	24	24
CP047915.1	358	68	68
CP047902.1	359	6	6
CP047903.1	359	30	30
CP047904.1	359	1	1
CP047905.1	359	7	7
CP047906.1	359	9	9
CP047907.1	359	2	2
CP047908.1	359	3	3
CP047909.1	359	10	10
CP047911.1	359	3	3
CP047912.1	359	11	11
CP047913.1	359	40	40
CP047914.1	359	23	23
CP047915.1	359	66	66
CP047902.1	36	370	370
CP047903.1	36	208	208
CP047904.1	36	403	403
CP047905.1	36	427	427
CP047906.1	36	286	286
CP047907.1	36	332	332
CP047908.1	36	500	500
CP047909.1	36	291	291
CP047910.1	36	288	288
CP047911.1	36	248	248
CP047912.1	36	366	366
CP047913.1	36	79	79
CP047914.1	36	273	273
CP047915.1	36	347	347
CP047902.1	360	6	6
CP047903.1	360	20	20
CP047904.1	360	3	3
CP047905.1	360	5	5
CP047906.1	360	8	8
CP047907.1	360	6	6
CP047908.1	360	1	1
CP047909.1	360	6	6
CP047910.1	360	3	3
CP047911.1	360	7	7
CP047912.1	360	9	9
CP047913.1	360	40	40
CP047914.1	360	15	15
CP047915.1	360	59	59
CP047902.1	361	1	1
CP047903.1	361	23	23
CP047904.1	361	4	4
CP047905.1	361	10	10
CP047906.1	361	12	12
CP047907.1	361	4	4
CP047909.1	361	9	9
CP047910.1	361	4	4
CP047911.1	361	2	2
CP047912.1	361	7	7
CP047913.1	361	44	44
CP047914.1	361	22	22
CP047915.1	361	55	55
CP047902.1	362	4	4
CP047903.1	362	18	18
CP047904.1	362	2	2
CP047905.1	362	2	2
CP047906.1	362	9	9
CP047908.1	362	1	1
CP047909.1	362	4	4
CP047910.1	362	3	3
CP047911.1	362	2	2
CP047912.1	362	7	7
CP047913.1	362	38	38
CP047914.1	362	22	22
CP047915.1	362	49	49
CP047902.1	363	7	7
CP047903.1	363	25	25
CP047904.1	363	1	1
CP047905.1	363	6	6
CP047906.1	363	15	15
CP047909.1	363	11	11
CP047910.1	363	5	5
CP047911.1	363	2	2
CP047912.1	363	7	7
CP047913.1	363	50	50
CP047914.1	363	20	20
CP047915.1	363	33	33
CP047902.1	364	3	3
CP047903.1	364	24	24
